PostalCode,Maximum download speed (Mbit/s),Average download speed (Mbit/s),oa11cd,Street,City,County
BS106SN,106.3,64.4,E00073771,Bristol 001A,Bristol 001,Bristol
BS106SQ,200,85.6,E00073777,Bristol 001A,Bristol 001,Bristol
BS106SR,80,47.4,E00073777,Bristol 001A,Bristol 001,Bristol
BS106SS,150,86.5,E00073752,Bristol 001A,Bristol 001,Bristol
BS106SX,106.3,34.3,E00073772,Bristol 001C,Bristol 001,Bristol
BS106SY,57.4,19.8,E00073767,Bristol 001C,Bristol 001,Bristol
BS106TB,200,80,E00073752,Bristol 001A,Bristol 001,Bristol
BS106TD,300,74.9,E00174315,Bristol 001C,Bristol 001,Bristol
BS106TE,150,63.3,E00073752,Bristol 001A,Bristol 001,Bristol
BS106TG,59.3,30.3,E00074212,Bristol 002D,Bristol 002,Bristol
BS106TH,42.7,24.2,E00174315,Bristol 001C,Bristol 001,Bristol
BS106TJ,200,62.2,E00174313,Bristol 001C,Bristol 001,Bristol
BS106TL,40,31.8,E00174313,Bristol 001C,Bristol 001,Bristol
BS106TN,42.8,21.6,E00074213,Bristol 002D,Bristol 002,Bristol
BS106TP,106.3,56.9,E00074202,Bristol 002G,Bristol 002,Bristol
BS106TQ,55,23.4,E00074213,Bristol 002D,Bristol 002,Bristol
BS106TR,106.3,34.4,E00174259,Bristol 001C,Bristol 001,Bristol
BS106TS,200,57.8,E00174313,Bristol 001C,Bristol 001,Bristol
BS106TW,56,28.6,E00074213,Bristol 002D,Bristol 002,Bristol
BS106TY,39.5,27.7,E00074213,Bristol 002D,Bristol 002,Bristol
BS106TZ,106.3,46.3,E00073752,Bristol 001A,Bristol 001,Bristol
BS106UD,80,24.9,E00073752,Bristol 001A,Bristol 001,Bristol
BS106UE,63.2,31.2,E00073774,Bristol 001C,Bristol 001,Bristol
BS106WE,80,22.1,E00074196,Bristol 002C,Bristol 002,Bristol
BS106WF,43.9,23.1,E00074196,Bristol 002C,Bristol 002,Bristol
BS106WG,39.4,18.4,E00074201,Bristol 002C,Bristol 002,Bristol
BS106WH,52.9,24.9,E00074196,Bristol 002C,Bristol 002,Bristol
BS107AA,200,73.4,E00073762,Bristol 001G,Bristol 001,Bristol
BS107AB,200,82.7,E00073763,Bristol 001H,Bristol 001,Bristol
BS107AD,150,79.3,E00073762,Bristol 001G,Bristol 001,Bristol
BS107AE,200,97.8,E00073762,Bristol 001G,Bristol 001,Bristol
BS107AG,200,56.1,E00073762,Bristol 001G,Bristol 001,Bristol
BS107AJ,80,39.1,E00073762,Bristol 001G,Bristol 001,Bristol
BS107AL,200,77.4,E00073762,Bristol 001G,Bristol 001,Bristol
BS107AN,152,55.3,E00074333,Bristol 009D,Bristol 009,Bristol
BS107AP,200,71.5,E00073763,Bristol 001H,Bristol 001,Bristol
BS107AQ,100,34,E00073762,Bristol 001G,Bristol 001,Bristol
BS107AR,200,64.3,E00073762,Bristol 001G,Bristol 001,Bristol
BS107AS,150,45.8,E00073761,Bristol 001H,Bristol 001,Bristol
BS107AT,300,106.1,E00073761,Bristol 001H,Bristol 001,Bristol
BS107AU,200,84.2,E00073761,Bristol 001H,Bristol 001,Bristol
BS107AX,200,60,E00073761,Bristol 001H,Bristol 001,Bristol
BS107AY,106.3,37.3,E00073759,Bristol 001H,Bristol 001,Bristol
BS107AZ,106.3,40.9,E00073761,Bristol 001H,Bristol 001,Bristol
BS107BA,200,69.9,E00073761,Bristol 001H,Bristol 001,Bristol
BS107BD,150,75.4,E00073758,Bristol 001H,Bristol 001,Bristol
BS107BE,150,69.5,E00073759,Bristol 001H,Bristol 001,Bristol
BS107BG,200,73.2,E00073761,Bristol 001H,Bristol 001,Bristol
BS107BH,200,72.8,E00073763,Bristol 001H,Bristol 001,Bristol
BS107BJ,200,75.5,E00073763,Bristol 001H,Bristol 001,Bristol
BS107BL,100,62.3,E00073763,Bristol 001H,Bristol 001,Bristol
BS107BN,100,57,E00073760,Bristol 001H,Bristol 001,Bristol
BS107BP,200,58.5,E00073760,Bristol 001H,Bristol 001,Bristol
BS107BS,200,62.2,E00073760,Bristol 001H,Bristol 001,Bristol
BS107BT,200,93,E00073760,Bristol 001H,Bristol 001,Bristol
BS107BU,300,109.3,E00073760,Bristol 001H,Bristol 001,Bristol
BS107BW,200,82.5,E00073763,Bristol 001H,Bristol 001,Bristol
BS107BY,106.3,55.5,E00073750,Bristol 001E,Bristol 001,Bristol
BS107DE,55,15.8,E00073748,Bristol 001G,Bristol 001,Bristol
BS107DF,80,42,E00074333,Bristol 009D,Bristol 009,Bristol
BS107DG,200,89.2,E00074333,Bristol 009D,Bristol 009,Bristol
BS107DH,150,84.2,E00073760,Bristol 001H,Bristol 001,Bristol
BS107DJ,100,63.9,E00073760,Bristol 001H,Bristol 001,Bristol
BS107DL,200,81.3,E00073750,Bristol 001E,Bristol 001,Bristol
BS107DN,200,58.5,E00073751,Bristol 001E,Bristol 001,Bristol
BS107DQ,300,98.9,E00073760,Bristol 001H,Bristol 001,Bristol
BS107DR,100,36.2,E00073756,Bristol 001E,Bristol 001,Bristol
BS107DS,106.3,48.4,E00073756,Bristol 001E,Bristol 001,Bristol
BS107DT,100,55.5,E00073758,Bristol 001H,Bristol 001,Bristol
BS107DU,106.3,47.4,E00073751,Bristol 001E,Bristol 001,Bristol
BS107DX,62.3,32.1,E00073751,Bristol 001E,Bristol 001,Bristol
BS107DY,150,58.7,E00073759,Bristol 001H,Bristol 001,Bristol
BS107DZ,200,81.6,E00073759,Bristol 001H,Bristol 001,Bristol
BS107EA,200,88.7,E00073759,Bristol 001H,Bristol 001,Bristol
BS107EB,152,76.2,E00073750,Bristol 001E,Bristol 001,Bristol
BS107ED,300,89.4,E00073759,Bristol 001H,Bristol 001,Bristol
BS107EE,300,88.3,E00073759,Bristol 001H,Bristol 001,Bristol
BS107EF,200,92.1,E00073759,Bristol 001H,Bristol 001,Bristol
BS107EG,200,63.1,E00073758,Bristol 001H,Bristol 001,Bristol
BS107EH,300,129.2,E00073758,Bristol 001H,Bristol 001,Bristol
BS107EJ,200,76.7,E00073758,Bristol 001H,Bristol 001,Bristol
BS107EL,106.3,52.6,E00073758,Bristol 001H,Bristol 001,Bristol
BS107EQ,200,71.5,E00073758,Bristol 001H,Bristol 001,Bristol
BS107ER,40,21.9,E00073748,Bristol 001G,Bristol 001,Bristol
BS107ET,200,82.5,E00073768,Bristol 001A,Bristol 001,Bristol
BS107EU,200,60.8,E00073768,Bristol 001A,Bristol 001,Bristol
BS107EX,200,64.2,E00073768,Bristol 001A,Bristol 001,Bristol
BS107EY,200,71,E00073768,Bristol 001A,Bristol 001,Bristol
BS107EZ,200,50.7,E00073768,Bristol 001A,Bristol 001,Bristol
BS107FB,6.5,5,E00073751,Bristol 001E,Bristol 001,Bristol
BS107FD,55.9,17.1,E00073764,Bristol 001E,Bristol 001,Bristol
BS107FG,42.3,16.9,E00074333,Bristol 009D,Bristol 009,Bristol
BS107FH,200,56.9,E00073754,Bristol 001E,Bristol 001,Bristol
BS107FJ,79.9,37.5,E00073754,Bristol 001E,Bristol 001,Bristol
BS107HE,106.3,47.7,E00073754,Bristol 001E,Bristol 001,Bristol
BS107HG,106.3,54.8,E00073756,Bristol 001E,Bristol 001,Bristol
BS107HH,200,72.3,E00073754,Bristol 001E,Bristol 001,Bristol
BS107HJ,200,39,E00073754,Bristol 001E,Bristol 001,Bristol
BS107HL,150,66.7,E00073756,Bristol 001E,Bristol 001,Bristol
BS107HN,300,60.8,E00073756,Bristol 001E,Bristol 001,Bristol
BS107HP,200,73.6,E00073776,Bristol 001E,Bristol 001,Bristol
BS107HQ,200,76.3,E00073754,Bristol 001E,Bristol 001,Bristol
BS107HR,200,45.4,E00073776,Bristol 001E,Bristol 001,Bristol
BS107HS,200,67.9,E00073776,Bristol 001E,Bristol 001,Bristol
BS107HT,200,76.1,E00073754,Bristol 001E,Bristol 001,Bristol
BS107HU,200,150,E00073754,Bristol 001E,Bristol 001,Bristol
BS107HW,106.3,35.6,E00073756,Bristol 001E,Bristol 001,Bristol
BS107HX,106.3,71.6,E00073754,Bristol 001E,Bristol 001,Bristol
BS107HY,200,114.5,E00073764,Bristol 001E,Bristol 001,Bristol
BS107HZ,200,79.8,E00073764,Bristol 001E,Bristol 001,Bristol
BS107JA,150,66.5,E00073754,Bristol 001E,Bristol 001,Bristol
BS107JB,150,49.7,E00073751,Bristol 001E,Bristol 001,Bristol
BS107JD,106.3,45.5,E00073764,Bristol 001E,Bristol 001,Bristol
BS107JE,200,84.4,E00073751,Bristol 001E,Bristol 001,Bristol
BS107JF,200,84.1,E00073771,Bristol 001A,Bristol 001,Bristol
BS107JG,200,81.6,E00073751,Bristol 001E,Bristol 001,Bristol
BS107JH,200,42.9,E00073764,Bristol 001E,Bristol 001,Bristol
BS107JL,152,67.1,E00073771,Bristol 001A,Bristol 001,Bristol
BS107JN,200,95.6,E00073777,Bristol 001A,Bristol 001,Bristol
BS107JQ,200,79.4,E00073751,Bristol 001E,Bristol 001,Bristol
BS107JR,32.3,23.2,E00073768,Bristol 001A,Bristol 001,Bristol
BS107JT,48.7,20.5,E00073769,Bristol 001B,Bristol 001,Bristol
BS107JW,200,57.1,E00073777,Bristol 001A,Bristol 001,Bristol
BS107LA,200,100.5,E00073776,Bristol 001E,Bristol 001,Bristol
BS107LB,200,108.7,E00073773,Bristol 001B,Bristol 001,Bristol
BS107LD,200,85.2,E00073773,Bristol 001B,Bristol 001,Bristol
BS107LE,200,56.8,E00073776,Bristol 001E,Bristol 001,Bristol
BS107LF,200,79,E00073754,Bristol 001E,Bristol 001,Bristol
BS107LG,100,61.2,E00073764,Bristol 001E,Bristol 001,Bristol
BS107LH,200,93.5,E00073766,Bristol 001B,Bristol 001,Bristol
BS107LJ,100,64,E00073766,Bristol 001B,Bristol 001,Bristol
BS107LL,200,60.8,E00073766,Bristol 001B,Bristol 001,Bristol
BS107LN,200,134.7,E00073764,Bristol 001E,Bristol 001,Bristol
BS107LP,200,54.6,E00073766,Bristol 001B,Bristol 001,Bristol
BS107LQ,300,84.2,E00073764,Bristol 001E,Bristol 001,Bristol
BS107LR,106.3,66,E00073766,Bristol 001B,Bristol 001,Bristol
BS107LU,152,43.7,E00073766,Bristol 001B,Bristol 001,Bristol
BS107LW,106.3,60.2,E00073766,Bristol 001B,Bristol 001,Bristol
BS107LX,200,93.2,E00073766,Bristol 001B,Bristol 001,Bristol
BS107LY,200,71.1,E00073765,Bristol 001B,Bristol 001,Bristol
BS107LZ,150,66.5,E00073775,Bristol 001B,Bristol 001,Bristol
BS107NA,200,82.5,E00073769,Bristol 001B,Bristol 001,Bristol
BS107NB,200,83.5,E00073775,Bristol 001B,Bristol 001,Bristol
BS107ND,150,55.4,E00073773,Bristol 001B,Bristol 001,Bristol
BS107NH,200,49.1,E00073775,Bristol 001B,Bristol 001,Bristol
BS107NL,106.3,52.1,E00073775,Bristol 001B,Bristol 001,Bristol
BS107NN,300,86.2,E00073775,Bristol 001B,Bristol 001,Bristol
BS107NP,200,61.4,E00073748,Bristol 001G,Bristol 001,Bristol
BS107NQ,200,65.1,E00073755,Bristol 001B,Bristol 001,Bristol
BS107NR,200,71.2,E00073748,Bristol 001G,Bristol 001,Bristol
BS107NS,200,96.5,E00073769,Bristol 001B,Bristol 001,Bristol
BS107NT,200,94.6,E00073748,Bristol 001G,Bristol 001,Bristol
BS107NU,200,52.6,E00073769,Bristol 001B,Bristol 001,Bristol
BS107NW,300,102,E00073748,Bristol 001G,Bristol 001,Bristol
BS107NX,200,61.9,E00073775,Bristol 001B,Bristol 001,Bristol
BS107NY,106.3,56.8,E00073755,Bristol 001B,Bristol 001,Bristol
BS107NZ,150,42,E00073755,Bristol 001B,Bristol 001,Bristol
BS107PA,200,66.8,E00073773,Bristol 001B,Bristol 001,Bristol
BS107PB,200,78.6,E00073773,Bristol 001B,Bristol 001,Bristol
BS107PD,200,66.7,E00073755,Bristol 001B,Bristol 001,Bristol
BS107PE,100,39.9,E00073773,Bristol 001B,Bristol 001,Bristol
BS107PF,200,106.6,E00073773,Bristol 001B,Bristol 001,Bristol
BS107PG,200,87.8,E00073773,Bristol 001B,Bristol 001,Bristol
BS107PH,200,68.6,E00073765,Bristol 001B,Bristol 001,Bristol
BS107PJ,200,99,E00073765,Bristol 001B,Bristol 001,Bristol
BS107PL,200,63.4,E00073765,Bristol 001B,Bristol 001,Bristol
BS107PN,200,83.4,E00073765,Bristol 001B,Bristol 001,Bristol
BS107PP,100,54.8,E00073769,Bristol 001B,Bristol 001,Bristol
BS107PQ,200,78.1,E00073773,Bristol 001B,Bristol 001,Bristol
BS107PR,200,90.2,E00073769,Bristol 001B,Bristol 001,Bristol
BS107PS,200,82.9,E00073747,Bristol 001G,Bristol 001,Bristol
BS107PT,300,80.3,E00073749,Bristol 001G,Bristol 001,Bristol
BS107PU,200,82,E00073747,Bristol 001G,Bristol 001,Bristol
BS107PW,200,52.8,E00073765,Bristol 001B,Bristol 001,Bristol
BS107PZ,200,102.7,E00073779,Bristol 001G,Bristol 001,Bristol
BS107QA,200,82.4,E00073747,Bristol 001G,Bristol 001,Bristol
BS107QG,70,20.9,E00073757,Bristol 001G,Bristol 001,Bristol
BS107QH,150,42.9,E00073757,Bristol 001G,Bristol 001,Bristol
BS107QL,200,79.6,E00073755,Bristol 001B,Bristol 001,Bristol
BS107QN,120,31.3,E00073755,Bristol 001B,Bristol 001,Bristol
BS107QP,200,128.2,E00073755,Bristol 001B,Bristol 001,Bristol
BS107QQ,70,42.9,E00073757,Bristol 001G,Bristol 001,Bristol
BS107QR,200,53.7,E00073757,Bristol 001G,Bristol 001,Bristol
BS107QT,200,76,E00073779,Bristol 001G,Bristol 001,Bristol
BS107QU,200,80.9,E00073779,Bristol 001G,Bristol 001,Bristol
BS107QW,200,63.4,E00073755,Bristol 001B,Bristol 001,Bristol
BS107QX,200,89,E00073779,Bristol 001G,Bristol 001,Bristol
BS107QY,73.9,32.4,E00073779,Bristol 001G,Bristol 001,Bristol
BS107QZ,150,64.1,E00073779,Bristol 001G,Bristol 001,Bristol
BS107RA,200,127.1,E00073779,Bristol 001G,Bristol 001,Bristol
BS107RB,200,104.1,E00073747,Bristol 001G,Bristol 001,Bristol
BS107RE,152,65.3,E00073779,Bristol 001G,Bristol 001,Bristol
BS107RF,300,95,E00073779,Bristol 001G,Bristol 001,Bristol
BS107RG,200,101.3,E00073779,Bristol 001G,Bristol 001,Bristol
BS107RU,25.3,9,E00073219,Bristol 003B,Bristol 003,Bristol
BS107SS,200,93,E00073757,Bristol 001G,Bristol 001,Bristol
BS107ST,150,71.2,E00073757,Bristol 001G,Bristol 001,Bristol
BS107SU,150,85.8,E00073757,Bristol 001G,Bristol 001,Bristol
BS107SX,200,73.9,E00073757,Bristol 001G,Bristol 001,Bristol
BS107SY,200,91.5,E00073757,Bristol 001G,Bristol 001,Bristol
BS107SZ,200,109.2,E00073757,Bristol 001G,Bristol 001,Bristol
BS107XA,65.5,30.2,E00073747,Bristol 001G,Bristol 001,Bristol
BS107XB,40,7.7,E00073747,Bristol 001G,Bristol 001,Bristol
BS107XE,300,93.5,E00073749,Bristol 001G,Bristol 001,Bristol
BS107XF,200,80.8,E00073749,Bristol 001G,Bristol 001,Bristol
BS107XG,200,54.5,E00073749,Bristol 001G,Bristol 001,Bristol
BS107XH,200,97.5,E00073749,Bristol 001G,Bristol 001,Bristol
BS107XJ,150,91.4,E00073749,Bristol 001G,Bristol 001,Bristol
BS107XL,200,84.5,E00073749,Bristol 001G,Bristol 001,Bristol
BS107XQ,200,84.9,E00073749,Bristol 001G,Bristol 001,Bristol
BS110AA,200,85.4,E00073221,Bristol 003B,Bristol 003,Bristol
BS110AB,200,77.1,E00073221,Bristol 003B,Bristol 003,Bristol
BS110AD,200,106,E00073221,Bristol 003B,Bristol 003,Bristol
BS110AE,200,69.5,E00073221,Bristol 003B,Bristol 003,Bristol
BS110AF,49.3,14,E00073950,Bristol 003C,Bristol 003,Bristol
BS110AG,200,73.2,E00073221,Bristol 003B,Bristol 003,Bristol
BS110AH,200,53.9,E00073223,Bristol 003B,Bristol 003,Bristol
BS110AJ,200,45.1,E00073223,Bristol 003B,Bristol 003,Bristol
BS110AL,200,89.9,E00073223,Bristol 003B,Bristol 003,Bristol
BS110AN,200,89.9,E00073189,Bristol 008F,Bristol 008,Bristol
BS110AQ,200,86.6,E00073223,Bristol 003B,Bristol 003,Bristol
BS110AT,200,72.2,E00073191,Bristol 008A,Bristol 008,Bristol
BS110AU,200,97.3,E00073191,Bristol 008A,Bristol 008,Bristol
BS110AW,200,76.5,E00073190,Bristol 008F,Bristol 008,Bristol
BS110AX,100,56.5,E00073189,Bristol 008F,Bristol 008,Bristol
BS110AY,200,67.6,E00073189,Bristol 008F,Bristol 008,Bristol
BS110BB,79.9,33.2,E00073191,Bristol 008A,Bristol 008,Bristol
BS110BE,200,70.2,E00073194,Bristol 008A,Bristol 008,Bristol
BS110BG,100,35.4,E00073191,Bristol 008A,Bristol 008,Bristol
BS110BH,200,77.5,E00073198,Bristol 008A,Bristol 008,Bristol
BS110BJ,200,61.4,E00073196,Bristol 008A,Bristol 008,Bristol
BS110BL,100,74.5,E00073196,Bristol 008A,Bristol 008,Bristol
BS110BN,80,29.8,E00073194,Bristol 008A,Bristol 008,Bristol
BS110BQ,200,59,E00073198,Bristol 008A,Bristol 008,Bristol
BS110BS,79.9,30.5,E00073198,Bristol 008A,Bristol 008,Bristol
BS110BT,200,65.7,E00073198,Bristol 008A,Bristol 008,Bristol
BS110BU,80,25.9,E00073198,Bristol 008A,Bristol 008,Bristol
BS110BX,64.1,23.9,E00073954,Bristol 003C,Bristol 003,Bristol
BS110BY,200,88.7,E00073202,Bristol 008B,Bristol 008,Bristol
BS110BZ,200,67.7,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DA,70,29.2,E00073191,Bristol 008A,Bristol 008,Bristol
BS110DB,80,32.7,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DE,200,54.2,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DG,79.7,37.1,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DJ,200,44.2,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DL,200,79.2,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DP,80,45.2,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DR,106.3,85.4,E00073196,Bristol 008A,Bristol 008,Bristol
BS110DS,70,26.3,E00073197,Bristol 008A,Bristol 008,Bristol
BS110DT,200,48.4,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DX,69.3,26.3,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DY,200,74.5,E00073202,Bristol 008B,Bristol 008,Bristol
BS110DZ,200,71.4,E00073196,Bristol 008A,Bristol 008,Bristol
BS110ED,200,71.7,E00073192,Bristol 003A,Bristol 003,Bristol
BS110EE,200,56.6,E00073192,Bristol 003A,Bristol 003,Bristol
BS110EF,200,68.5,E00073197,Bristol 008A,Bristol 008,Bristol
BS110EG,200,50.4,E00073197,Bristol 008A,Bristol 008,Bristol
BS110EH,76.7,30.8,E00073194,Bristol 008A,Bristol 008,Bristol
BS110EL,8.1,5.3,E00073197,Bristol 008A,Bristol 008,Bristol
BS110EN,200,72.6,E00073189,Bristol 008F,Bristol 008,Bristol
BS110EP,200,84.5,E00073223,Bristol 003B,Bristol 003,Bristol
BS110EQ,200,87.9,E00073196,Bristol 008A,Bristol 008,Bristol
BS110ER,200,89.3,E00073223,Bristol 003B,Bristol 003,Bristol
BS110ES,200,101.9,E00073223,Bristol 003B,Bristol 003,Bristol
BS110ET,200,78.8,E00073222,Bristol 003B,Bristol 003,Bristol
BS110EU,200,53.1,E00073215,Bristol 003B,Bristol 003,Bristol
BS110EW,200,98.4,E00073191,Bristol 008A,Bristol 008,Bristol
BS110EX,200,54.4,E00073215,Bristol 003B,Bristol 003,Bristol
BS110EY,200,64,E00073215,Bristol 003B,Bristol 003,Bristol
BS110EZ,200,44.8,E00073215,Bristol 003B,Bristol 003,Bristol
BS110FB,100,37.7,E00073950,Bristol 003C,Bristol 003,Bristol
BS110FG,60,36,E00073943,Bristol 003C,Bristol 003,Bristol
BS110FH,106.3,32.1,E00073197,Bristol 008A,Bristol 008,Bristol
BS110FL,52.1,38.6,E00073951,Bristol 003C,Bristol 003,Bristol
BS110FN,40,21.3,E00073945,Bristol 003E,Bristol 003,Bristol
BS110GA,44.8,34.2,E00073946,Bristol 003D,Bristol 003,Bristol
BS110GB,37.2,34.9,E00073942,Bristol 003D,Bristol 003,Bristol
BS110HA,200,69.3,E00073219,Bristol 003B,Bristol 003,Bristol
BS110HB,200,67.5,E00073219,Bristol 003B,Bristol 003,Bristol
BS110HD,200,85.5,E00073219,Bristol 003B,Bristol 003,Bristol
BS110HE,200,64.1,E00073219,Bristol 003B,Bristol 003,Bristol
BS110HF,100,28.4,E00073219,Bristol 003B,Bristol 003,Bristol
BS110HG,200,61.1,E00073219,Bristol 003B,Bristol 003,Bristol
BS110HH,200,103.8,E00073216,Bristol 003A,Bristol 003,Bristol
BS110HJ,200,64.2,E00073216,Bristol 003A,Bristol 003,Bristol
BS110HL,150,61.1,E00073216,Bristol 003A,Bristol 003,Bristol
BS110HN,76.3,31,E00073194,Bristol 008A,Bristol 008,Bristol
BS110HQ,150,59.1,E00073216,Bristol 003A,Bristol 003,Bristol
BS110HR,74.9,33.1,E00073185,Bristol 003A,Bristol 003,Bristol
BS110HT,200,82.1,E00073222,Bristol 003B,Bristol 003,Bristol
BS110HU,200,69.2,E00073222,Bristol 003B,Bristol 003,Bristol
BS110HW,200,143.8,E00073938,Bristol 003D,Bristol 003,Bristol
BS110HX,200,98.5,E00073222,Bristol 003B,Bristol 003,Bristol
BS110HY,200,119.9,E00073192,Bristol 003A,Bristol 003,Bristol
BS110HZ,200,80.8,E00073185,Bristol 003A,Bristol 003,Bristol
BS110JA,200,81.8,E00073192,Bristol 003A,Bristol 003,Bristol
BS110JB,150,42.3,E00073220,Bristol 003A,Bristol 003,Bristol
BS110JD,106.3,64.5,E00073220,Bristol 003A,Bristol 003,Bristol
BS110JE,200,90.2,E00073220,Bristol 003A,Bristol 003,Bristol
BS110JF,200,92.9,E00073220,Bristol 003A,Bristol 003,Bristol
BS110JG,152,72.1,E00073220,Bristol 003A,Bristol 003,Bristol
BS110JH,300,76.3,E00073185,Bristol 003A,Bristol 003,Bristol
BS110JJ,200,83.1,E00073185,Bristol 003A,Bristol 003,Bristol
BS110JL,200,93.4,E00073185,Bristol 003A,Bristol 003,Bristol
BS110JN,200,74.8,E00073185,Bristol 003A,Bristol 003,Bristol
BS110JP,150,74.3,E00073187,Bristol 003A,Bristol 003,Bristol
BS110JQ,106.3,53.7,E00073220,Bristol 003A,Bristol 003,Bristol
BS110JR,106.3,59.4,E00073187,Bristol 003A,Bristol 003,Bristol
BS110JS,100,42.7,E00073187,Bristol 003A,Bristol 003,Bristol
BS110JT,200,74.2,E00073187,Bristol 003A,Bristol 003,Bristol
BS110JU,150,69.8,E00073222,Bristol 003B,Bristol 003,Bristol
BS110JW,200,70.8,E00073187,Bristol 003A,Bristol 003,Bristol
BS110JX,200,103.2,E00073222,Bristol 003B,Bristol 003,Bristol
BS110JY,200,85.3,E00073222,Bristol 003B,Bristol 003,Bristol
BS110JZ,79.9,24.6,E00073222,Bristol 003B,Bristol 003,Bristol
BS110LA,76.3,24.2,E00073954,Bristol 003C,Bristol 003,Bristol
BS110LD,200,69.7,E00073943,Bristol 003C,Bristol 003,Bristol
BS110LE,66.4,31.1,E00073954,Bristol 003C,Bristol 003,Bristol
BS110LF,200,100,E00073943,Bristol 003C,Bristol 003,Bristol
BS110LH,200,83.3,E00073222,Bristol 003B,Bristol 003,Bristol
BS110LJ,100,62,E00073187,Bristol 003A,Bristol 003,Bristol
BS110LL,200,56.1,E00073219,Bristol 003B,Bristol 003,Bristol
BS110LN,200,79,E00073187,Bristol 003A,Bristol 003,Bristol
BS110LP,152,61.8,E00073216,Bristol 003A,Bristol 003,Bristol
BS110LR,200,89.1,E00073220,Bristol 003A,Bristol 003,Bristol
BS110LS,200,79.4,E00073220,Bristol 003A,Bristol 003,Bristol
BS110LT,100,41.7,E00073216,Bristol 003A,Bristol 003,Bristol
BS110LW,200,82.9,E00073216,Bristol 003A,Bristol 003,Bristol
BS110LX,200,117.5,E00073951,Bristol 003C,Bristol 003,Bristol
BS110LY,200,52.3,E00073951,Bristol 003C,Bristol 003,Bristol
BS110LZ,200,154,E00073943,Bristol 003C,Bristol 003,Bristol
BS110NA,200,49.9,E00073943,Bristol 003C,Bristol 003,Bristol
BS110NB,200,63.7,E00073943,Bristol 003C,Bristol 003,Bristol
BS110ND,200,92.6,E00073943,Bristol 003C,Bristol 003,Bristol
BS110NE,200,58.6,E00073949,Bristol 003C,Bristol 003,Bristol
BS110NF,200,102.1,E00073937,Bristol 003E,Bristol 003,Bristol
BS110NG,200,45.6,E00073937,Bristol 003E,Bristol 003,Bristol
BS110NH,100,56.2,E00073943,Bristol 003C,Bristol 003,Bristol
BS110NJ,200,48.3,E00073937,Bristol 003E,Bristol 003,Bristol
BS110NL,200,86.2,E00073937,Bristol 003E,Bristol 003,Bristol
BS110NN,200,107.3,E00073937,Bristol 003E,Bristol 003,Bristol
BS110NP,200,80.7,E00073949,Bristol 003C,Bristol 003,Bristol
BS110NQ,200,49.3,E00073943,Bristol 003C,Bristol 003,Bristol
BS110NR,100,47.4,E00073949,Bristol 003C,Bristol 003,Bristol
BS110NS,100,62.5,E00073951,Bristol 003C,Bristol 003,Bristol
BS110NU,77.3,10.9,E00073943,Bristol 003C,Bristol 003,Bristol
BS110NW,152,44.6,E00073949,Bristol 003C,Bristol 003,Bristol
BS110NZ,100,45.5,E00073953,Bristol 007B,Bristol 007,Bristol
BS110PA,100,38.7,E00073954,Bristol 003C,Bristol 003,Bristol
BS110PB,100,27.8,E00073954,Bristol 003C,Bristol 003,Bristol
BS110PD,300,70.5,E00073951,Bristol 003C,Bristol 003,Bristol
BS110PE,200,98.8,E00073951,Bristol 003C,Bristol 003,Bristol
BS110PF,200,67.8,E00073951,Bristol 003C,Bristol 003,Bristol
BS110PG,200,44.2,E00073950,Bristol 003C,Bristol 003,Bristol
BS110PH,200,64.3,E00073950,Bristol 003C,Bristol 003,Bristol
BS110PJ,100,34.9,E00073950,Bristol 003C,Bristol 003,Bristol
BS110PN,200,70.7,E00073948,Bristol 003D,Bristol 003,Bristol
BS110PP,200,64.4,E00073946,Bristol 003D,Bristol 003,Bristol
BS110PQ,200,93,E00073949,Bristol 003C,Bristol 003,Bristol
BS110PR,200,99.8,E00073945,Bristol 003E,Bristol 003,Bristol
BS110PS,200,112.6,E00073945,Bristol 003E,Bristol 003,Bristol
BS110PT,200,102.7,E00073946,Bristol 003D,Bristol 003,Bristol
BS110PU,200,84.7,E00073946,Bristol 003D,Bristol 003,Bristol
BS110PW,200,69.8,E00073947,Bristol 003C,Bristol 003,Bristol
BS110PX,50,34.3,E00073945,Bristol 003E,Bristol 003,Bristol
BS110PY,200,74,E00073947,Bristol 003C,Bristol 003,Bristol
BS110QB,100,50.9,E00073950,Bristol 003C,Bristol 003,Bristol
BS110QD,200,86.9,E00073950,Bristol 003C,Bristol 003,Bristol
BS110QE,100,33.9,E00073949,Bristol 003C,Bristol 003,Bristol
BS110QF,100,39.6,E00073951,Bristol 003C,Bristol 003,Bristol
BS110QG,100,52.8,E00073949,Bristol 003C,Bristol 003,Bristol
BS110QH,200,96.1,E00073945,Bristol 003E,Bristol 003,Bristol
BS110QJ,152,48.1,E00073946,Bristol 003D,Bristol 003,Bristol
